排名,證券代號,證券名稱,投信買賣超股數
1,2883,凱基金,102341032
2,1402,遠東新,26605611
3,2382,廣達,19824766
4,2887,台新新光金,15675964
5,2105,正新,15431690
6,4938,和碩,14532004
7,2542,興富發,10084000
8,2855,統一證,9448849
9,5871,中租-KY,9008336
10,2347,聯強,8417492
11,1210,大成,5356000
12,9910,豐泰,4054865
13,9941,裕融,3889618
14,1319,東陽,3603453
15,6890,來億-KY,3109000
16,2330,台積電,2900428
17,2379,瑞昱,2817131
18,2353,宏碁,2060304
19,2881,富邦金,1959746
20,2597,潤弘,1849000
21,8454,富邦媒,1743762
22,1303,南亞,985699
23,2327,國巨*,797746
24,2492,華新科,678000
25,2884,玉山金,475451
26,3406,玉晶光,403000
27,2890,永豐金,399091
28,8996,高力,374000
29,6139,亞翔,365000
30,2606,裕民,357000
