排名,證券代號,證券名稱,投信買賣超股數
1,1303,南亞,12080480
2,2887,台新新光金,11563015
3,2313,華通,6650000
4,2356,英業達,4289736
5,2382,廣達,3554868
6,2891,中信金,3086567
7,3532,台勝科,2503000
8,4958,臻鼎-KY,2361907
9,2883,凱基金,2357910
10,2886,兆豐金,2199784
11,2884,玉山金,2188649
12,2408,南亞科,2126987
13,2633,台灣高鐵,2040000
14,2889,國票金,2006000
15,5876,上海商銀,1763000
16,2880,華南金,1587024
17,2330,台積電,1546459
18,2885,元大金,1488618
19,8046,南電,1388630
20,3702,大聯大,1295000
21,2317,鴻海,1222065
22,2542,興富發,1183000
23,2412,中華電,1122389
24,2890,永豐金,1083893
25,4722,國精化,1052000
26,2344,華邦電,998000
27,3037,欣興,893878
28,5434,崇越,862000
29,4764,雙鍵,859000
30,1216,統一,833526
