排名,證券代號,證券名稱,投信買賣超股數
1,2886,兆豐金,40906501
2,2344,華邦電,33632000
3,2890,永豐金,30210097
4,2880,華南金,26678000
5,2884,玉山金,24193893
6,4904,遠傳,18985000
7,1303,南亞,18072000
8,2892,第一金,16345000
9,2408,南亞科,13077000
10,1402,遠東新,11697000
11,1216,統一,11665000
12,2845,遠東銀,10665000
13,2633,台灣高鐵,8865000
14,3231,緯創,7826000
15,2883,凱基金,7399279
16,5876,上海商銀,6944000
17,1513,中興電,4369580
18,2382,廣達,2706000
19,2504,國產,2350000
20,3481,群創,2138000
21,6770,力積電,1703000
22,2327,國巨*,1542000
23,3189,景碩,1448000
24,2412,中華電,1301000
25,8926,台汽電,973000
26,3036,文曄,886000
27,2377,微星,877000
28,2912,統一超,725262
29,6757,台灣虎航,700000
30,3045,台灣大,691000
