排名,證券代號,證券名稱,投信買賣超股數
1,2303,聯電,-60035000
2,2609,陽明,-28955000
3,2344,華邦電,-9361000
4,2027,大成鋼,-8947000
5,2618,長榮航,-7628337
6,3036,文曄,-7408000
7,3702,大聯大,-5596000
8,6176,瑞儀,-5414000
9,8070,長華*,-5041814
10,6239,力成,-4585000
11,2451,創見,-4135000
12,2603,長榮,-3767341
13,8422,可寧衛*,-3632000
14,6757,台灣虎航,-3370000
15,6412,群電,-2274000
16,6005,群益證,-1993000
17,4904,遠傳,-1976000
18,1215,卜蜂,-1700000
19,3189,景碩,-1547000
20,8028,昇陽半導體,-1534000
21,2474,可成,-1124000
22,2357,華碩,-1065810
23,2404,漢唐,-985000
24,2449,京元電子,-975000
25,8112,至上,-673000
26,4551,智伸科,-609000
27,2313,華通,-609000
28,2351,順德,-444000
29,6278,台表科,-382000
30,2345,智邦,-361080
