排名,證券代號,證券名稱,投信買賣超股數
1,2883,凱基金,215910691
2,2887,台新新光金,71704276
3,2880,華南金,50923048
4,2382,廣達,33871446
5,2618,長榮航,28363820
6,1402,遠東新,26664000
7,2855,統一證,17276938
8,2105,正新,15889859
9,4938,和碩,14645001
10,2542,興富發,10106000
11,2603,長榮,9564830
12,5871,中租-KY,9086164
13,2347,聯強,8442196
14,2912,統一超,7623809
15,2353,宏碁,6710000
16,1210,大成,5342000
17,9910,豐泰,4064003
18,9941,裕融,3900847
19,1303,南亞,3862966
20,1319,東陽,3608817
21,2481,強茂,3242000
22,2379,瑞昱,2970395
23,6890,來億-KY,1890000
24,1216,統一,1870967
25,2597,潤弘,1850000
26,2412,中華電,1631199
27,2376,技嘉,1191000
28,2344,華邦電,1104346
29,8454,富邦媒,1078000
30,3231,緯創,962358
