排名,證券代號,證券名稱,投信買賣超股數
1,1303,南亞,-19728097
2,2303,聯電,-15489849
3,2337,旺宏,-3730000
4,2618,長榮航,-2887721
5,6239,力成,-2146000
6,8150,南茂,-1960000
7,4904,遠傳,-1833905
8,2408,南亞科,-1684152
9,2481,強茂,-1313000
10,6415,矽力*-KY,-1144000
11,2368,金像電,-886993
12,8046,南電,-872961
13,2327,國巨*,-867711
14,2351,順德,-725000
15,2412,中華電,-564666
16,3090,日電貿,-442000
17,6271,同欣電,-440000
18,3532,台勝科,-319000
19,6278,台表科,-310000
20,8996,高力,-287000
21,4958,臻鼎-KY,-281405
22,3481,群創,-247295
23,8028,昇陽半導體,-173000
24,6139,亞翔,-171000
25,3017,奇鋐,-137941
26,7769,鴻勁,-135990
27,6257,矽格,-105000
28,3167,大量,-102000
29,6515,穎崴,-100000
30,3583,辛耘,-98000
