排名,證券代號,證券名稱,投信買賣超股數
1,2892,第一金,18825721
2,1402,遠東新,13429000
3,2303,聯電,11348144
4,2344,華邦電,9428522
5,2883,凱基金,8044674
6,2845,遠東銀,7938000
7,2882,國泰金,7719686
8,2887,台新新光金,7531172
9,2408,南亞科,5807775
10,2633,台灣高鐵,5414288
11,5876,上海商銀,4241040
12,2881,富邦金,4112142
13,2353,宏碁,3995425
14,2330,台積電,3848676
15,2327,國巨*,3335265
16,2105,正新,3256658
17,2027,大成鋼,3067727
18,2610,華航,2449034
19,5871,中租-KY,2342489
20,9910,豐泰,2285067
21,2603,長榮,2184661
22,2891,中信金,2182845
23,2382,廣達,1851636
24,2504,國產,1815121
25,4958,臻鼎-KY,1778000
26,1802,台玻,1764000
27,2542,興富發,1656000
28,3090,日電貿,1505552
29,4915,致伸,1422869
30,2801,彰銀,1294474
