排名,證券代號,證券名稱,投信買賣超股數
1,2313,華通,-7169000
2,1402,遠東新,-2889544
3,2883,凱基金,-1782085
4,6669,緯穎,-1638241
5,2890,永豐金,-1631496
6,8046,南電,-1387078
7,2892,第一金,-1250293
8,3450,聯鈞,-1171000
9,2327,國巨*,-900691
10,2345,智邦,-799032
11,2455,全新,-777000
12,3711,日月光投控,-673307
13,2002,中鋼,-654000
14,2886,兆豐金,-623761
15,2395,研華,-621170
16,2412,中華電,-604764
17,2472,立隆電,-600000
18,3017,奇鋐,-578118
19,8996,高力,-568000
20,3189,景碩,-537092
21,3008,大立光,-534447
22,2308,台達電,-515192
23,6449,鈺邦,-500000
24,8210,勤誠,-482000
25,4958,臻鼎-KY,-476795
26,3665,貿聯-KY,-339080
27,2885,元大金,-296672
28,1717,長興,-270595
29,5880,合庫金,-255938
30,2880,華南金,-245408
