排名,證券代號,證券名稱,投信買賣超股數
1,2027,大成鋼,4958850
2,6239,力成,3685834
3,2449,京元電子,3525028
4,2886,兆豐金,3502863
5,2882,國泰金,2752377
6,3037,欣興,2515389
7,2880,華南金,2422000
8,2360,致茂,1518157
9,1303,南亞,1342560
10,2890,永豐金,1291161
11,1326,台化,1200000
12,2885,元大金,1180624
13,2408,南亞科,973955
14,1717,長興,952482
15,2330,台積電,939367
16,2881,富邦金,894287
17,5880,合庫金,703611
18,2357,華碩,554834
19,2308,台達電,532063
20,2892,第一金,500729
21,4764,雙鍵,500000
22,2855,統一證,485000
23,2454,聯發科,430877
24,3231,緯創,419801
25,3665,貿聯-KY,369024
26,2383,台光電,347876
27,6770,力積電,342491
28,3017,奇鋐,337246
29,1560,中砂,336000
30,2317,鴻海,307892
