排名,證券代號,證券名稱,投信買賣超股數
1,2880,華南金,6462000
2,2887,台新新光金,4943774
3,2886,兆豐金,4775042
4,1303,南亞,4300000
5,2883,凱基金,4243422
6,4904,遠傳,2526929
7,2368,金像電,2124982
8,2603,長榮,1991000
9,2301,光寶科,1403054
10,2882,國泰金,1163316
11,2382,廣達,1098476
12,2356,英業達,881822
13,3026,禾伸堂,865000
14,8046,南電,855220
15,4915,致伸,646000
16,2903,遠百,599000
17,2855,統一證,594000
18,2330,台積電,587054
19,2492,華新科,504000
20,2881,富邦金,434675
21,2618,長榮航,420776
22,2313,華通,404000
23,6805,富世達,401000
24,2884,玉山金,363395
25,2542,興富發,294000
26,2633,台灣高鐵,286000
27,2317,鴻海,255973
28,5880,合庫金,255000
29,3443,創意,250879
30,6446,藥華藥,234000
