排名,證券代號,證券名稱,投信買賣超股數
1,2884,玉山金,23753357
2,2887,台新新光金,22064962
3,2883,凱基金,20913040
4,2890,永豐金,15620756
5,2892,第一金,15415394
6,5880,合庫金,12762000
7,2886,兆豐金,8108745
8,4938,和碩,4374000
9,2880,華南金,3060000
10,2610,華航,2750000
11,1303,南亞,2595000
12,2542,興富發,2421000
13,3532,台勝科,2343000
14,2633,台灣高鐵,2318000
15,2412,中華電,2113261
16,2885,元大金,1324878
17,2347,聯強,1147000
18,3189,景碩,849000
19,8046,南電,787000
20,3044,健鼎,607962
21,2855,統一證,583000
22,2464,盟立,580000
23,2105,正新,575000
24,1402,遠東新,553615
25,2353,宏碁,549335
26,1102,亞泥,517924
27,9904,寶成,507000
28,3406,玉晶光,478000
29,2357,華碩,420487
30,4958,臻鼎-KY,417999
