排名,證券代號,證券名稱,投信買賣超股數
1,2313,華通,-3788590
2,1402,遠東新,-2890374
3,2344,華邦電,-1360001
4,8996,高力,-1139000
5,6669,緯穎,-748929
6,8046,南電,-584000
7,3711,日月光投控,-510015
8,6449,鈺邦,-500000
9,2472,立隆電,-488000
10,3008,大立光,-458360
11,2330,台積電,-367588
12,8210,勤誠,-332000
13,8021,尖點,-212000
14,2606,裕民,-170000
15,3661,世芯-KY,-153000
16,6831,邁科,-129000
17,2395,研華,-121000
18,3443,創意,-116064
19,2356,英業達,-114288
20,2327,國巨*,-109246
21,2458,義隆,-102000
22,9941,裕融,-99000
23,1513,中興電,-63000
24,6446,藥華藥,-60000
25,2881,富邦金,-58524
26,3036,文曄,-58078
27,3583,辛耘,-58000
28,2615,萬海,-56389
29,5880,合庫金,-55000
30,4551,智伸科,-54000
