排名,證券代號,證券名稱,投信買賣超股數
1,2887,台新新光金,54328430
2,2880,華南金,12696484
3,2890,永豐金,12085510
4,2892,第一金,10269153
5,2801,彰銀,9803000
6,1303,南亞,8675803
7,2542,興富發,7357000
8,2886,兆豐金,7047179
9,1216,統一,6533298
10,2891,中信金,6340001
11,2610,華航,6164000
12,2881,富邦金,5882895
13,5871,中租-KY,3150654
14,1402,遠東新,2307943
15,2474,可成,2234000
16,3189,景碩,2219096
17,3711,日月光投控,2114025
18,2382,廣達,2091470
19,2377,微星,2035000
20,3706,神達,1775000
21,2855,統一證,1745303
22,2912,統一超,1643000
23,3702,大聯大,1630000
24,6191,精成科,1529000
25,8046,南電,1325639
26,2449,京元電子,1300504
27,2330,台積電,1048697
28,2412,中華電,987101
29,6213,聯茂,953000
30,2441,超豐,854000
