排名,證券代號,證券名稱,投信買賣超股數
1,2887,台新新光金,43583814
2,2880,華南金,31452000
3,2618,長榮航,28288924
4,2382,廣達,12612352
5,2603,長榮,11320099
6,2891,中信金,9368901
7,2886,兆豐金,9002313
8,2481,強茂,8022000
9,2356,英業達,7708120
10,1216,統一,5798000
11,2344,華邦電,4855777
12,2912,統一超,4657000
13,2412,中華電,3518702
14,8028,昇陽半導體,3351000
15,4904,遠傳,2894048
16,5876,上海商銀,2426000
17,3045,台灣大,2368153
18,5871,中租-KY,1452908
19,2376,技嘉,1370157
20,3231,緯創,1124568
21,6531,愛普*,896211
22,2408,南亞科,809330
23,3034,聯詠,766979
24,1802,台玻,610000
25,2379,瑞昱,586604
26,3026,禾伸堂,551000
27,2357,華碩,496508
28,3037,欣興,469000
29,2330,台積電,465061
30,1717,長興,451848
