排名,證券代號,證券名稱,投信買賣超股數
1,2344,華邦電,-15494573
2,3231,緯創,-5434984
3,2886,兆豐金,-4781067
4,6239,力成,-2132940
5,2881,富邦金,-1561461
6,2887,台新新光金,-1315022
7,6669,緯穎,-1244158
8,3706,神達,-1107000
9,2441,超豐,-666000
10,2383,台光電,-653668
11,2885,元大金,-567259
12,2883,凱基金,-510226
13,3450,聯鈞,-450000
14,2330,台積電,-405634
15,6515,穎崴,-320700
16,3665,貿聯-KY,-291130
17,6442,光聖,-270000
18,2455,全新,-199000
19,3045,台灣大,-196553
20,2880,華南金,-191244
21,7769,鴻勁,-187161
22,2345,智邦,-172424
23,3042,晶技,-159000
24,2486,一詮,-150000
25,2301,光寶科,-147664
26,2801,彰銀,-143000
27,8046,南電,-134182
28,2395,研華,-120985
29,9802,鈺齊-KY,-120000
30,5534,長虹,-119000
