排名,證券代號,證券名稱,投信買賣超股數
1,1402,遠東新,-2242150
2,2845,遠東銀,-1984000
3,2308,台達電,-1663079
4,2337,旺宏,-1173000
5,2382,廣達,-1077338
6,2301,光寶科,-929193
7,2344,華邦電,-708059
8,2472,立隆電,-611000
9,3450,聯鈞,-552000
10,6449,鈺邦,-500000
11,2330,台積電,-447800
12,2486,一詮,-400000
13,2345,智邦,-393000
14,8210,勤誠,-386000
15,8039,台虹,-354000
16,2347,聯強,-342300
17,2408,南亞科,-323116
18,2812,台中銀,-261846
19,2458,義隆,-249000
20,2449,京元電子,-230101
21,2327,國巨*,-216099
22,2441,超豐,-168000
23,2615,萬海,-166356
24,8021,尖點,-160000
25,2368,金像電,-144441
26,2324,仁寶,-120987
27,6805,富世達,-109000
28,2383,台光電,-92851
29,3135,凌航,-87000
30,9941,裕融,-80000
