排名,證券代號,證券名稱,投信買賣超股數
1,1402,遠東新,-35232183
2,2303,聯電,-28689967
3,2881,富邦金,-26076627
4,2882,國泰金,-19634577
5,2884,玉山金,-12524160
6,2324,仁寶,-9778490
7,2449,京元電子,-9157621
8,2883,凱基金,-7013070
9,2885,元大金,-6462525
10,3711,日月光投控,-3776094
11,2474,可成,-3757341
12,8046,南電,-2413000
13,4919,新唐,-2045000
14,9904,寶成,-1908284
15,3036,文曄,-1358000
16,2454,聯發科,-1020510
17,2402,毅嘉,-869000
18,4958,臻鼎-KY,-836465
19,1102,亞泥,-689732
20,2301,光寶科,-621912
21,3443,創意,-579963
22,6177,達麗,-539000
23,8021,尖點,-480000
24,2345,智邦,-457677
25,1504,東元,-424248
26,2006,東和鋼鐵,-418764
27,1319,東陽,-395959
28,2313,華通,-387000
29,2609,陽明,-337924
30,2504,國產,-311000
