排名,證券代號,證券名稱,投信買賣超股數
1,2887,台新新光金,9616692
2,1303,南亞,9372000
3,2886,兆豐金,8661067
4,4904,遠傳,6108987
5,1402,遠東新,5302389
6,8046,南電,4778588
7,4958,臻鼎-KY,4007276
8,8150,南茂,3428000
9,2313,華通,3350000
10,2356,英業達,2902299
11,2382,廣達,2054130
12,2880,華南金,1761221
13,3037,欣興,1498619
14,2408,南亞科,1400929
15,2027,大成鋼,1395586
16,2458,義隆,1303000
17,6505,台塑化,889148
18,2351,順德,802000
19,5434,崇越,769000
20,2637,慧洋-KY,757000
21,2412,中華電,661221
22,2379,瑞昱,629061
23,3045,台灣大,559758
24,2330,台積電,530076
25,2884,玉山金,520237
26,3026,禾伸堂,511000
27,3189,景碩,426000
28,6282,康舒,420000
29,2855,統一證,410000
30,3711,日月光投控,401657
