排名,證券代號,證券名稱,投信買賣超股數
1,2344,華邦電,-3124568
2,2886,兆豐金,-2885169
3,2880,華南金,-1992605
4,3702,大聯大,-1912000
5,2105,正新,-1880000
6,2330,台積電,-1764995
7,9945,潤泰新,-1672000
8,2885,元大金,-1626104
9,6213,聯茂,-1281000
10,2327,國巨*,-1105289
11,1216,統一,-1069907
12,6257,矽格,-1012000
13,2892,第一金,-927055
14,2376,技嘉,-801000
15,5876,上海商銀,-795000
16,2606,裕民,-734000
17,2308,台達電,-731354
18,8039,台虹,-675000
19,4904,遠傳,-642326
20,6415,矽力*-KY,-620000
21,5871,中租-KY,-600000
22,2428,興勤,-530000
23,2049,上銀,-485000
24,1102,亞泥,-469000
25,2337,旺宏,-380000
26,6139,亞翔,-367000
27,2801,彰銀,-302000
28,2912,統一超,-302000
29,9939,宏全,-248000
30,3533,嘉澤,-219639
