排名,證券代號,證券名稱,投信買賣超股數
1,1402,遠東新,16569233
2,2892,第一金,15256513
3,2344,華邦電,11985901
4,2845,遠東銀,8897740
5,2633,台灣高鐵,8055000
6,1303,南亞,7505877
7,5876,上海商銀,7433000
8,4904,遠傳,6694108
9,2352,佳世達,5647000
10,3045,台灣大,5207862
11,2890,永豐金,5203004
12,2356,英業達,4657180
13,3231,緯創,4395614
14,3706,神達,4147000
15,2412,中華電,4121556
16,2884,玉山金,4074060
17,2377,微星,4003369
18,2886,兆豐金,3953962
19,2880,華南金,3708369
20,2618,長榮航,3548534
21,3189,景碩,3479000
22,2887,台新新光金,3402772
23,2408,南亞科,3370159
24,2382,廣達,2930530
25,8112,至上,2890964
26,6191,精成科,2793000
27,2504,國產,2541254
28,2027,大成鋼,2385500
29,2903,遠百,2358000
30,5469,瀚宇博,2075000
