排名,證券代號,證券名稱,投信買賣超股數
1,2885,元大金,-14182215
2,2303,聯電,-13789958
3,8150,南茂,-10128000
4,2887,台新新光金,-7950555
5,2891,中信金,-6188159
6,2006,東和鋼鐵,-5691438
7,3711,日月光投控,-5642619
8,1102,亞泥,-5459672
9,2301,光寶科,-4959579
10,6005,群益證,-4788000
11,1319,東陽,-4724030
12,2449,京元電子,-4127208
13,3036,文曄,-3836984
14,9904,寶成,-3661285
15,6176,瑞儀,-3611000
16,3042,晶技,-3196000
17,4958,臻鼎-KY,-3186266
18,9907,統一實,-2533506
19,2027,大成鋼,-2392000
20,2324,仁寶,-2257968
21,2347,聯強,-2110854
22,2883,凱基金,-1970672
23,2356,英業達,-1896940
24,2441,超豐,-1810000
25,2618,長榮航,-1784927
26,4938,和碩,-1726051
27,1477,聚陽,-1498466
28,2368,金像電,-1252360
29,2313,華通,-1196000
30,2454,聯發科,-1129266
