排名,證券代號,證券名稱,投信買賣超股數
1,2303,聯電,-26375763
2,2885,元大金,-13233000
3,2887,台新新光金,-7149000
4,1102,亞泥,-6433856
5,3711,日月光投控,-5775444
6,9904,寶成,-5732000
7,2006,東和鋼鐵,-5335378
8,6005,群益證,-5154430
9,1319,東陽,-4695000
10,2337,旺宏,-4096000
11,6176,瑞儀,-3851363
12,2449,京元電子,-3809510
13,2301,光寶科,-3501588
14,9907,統一實,-3160000
15,2891,中信金,-3125842
16,4919,新唐,-2007000
17,2347,聯強,-1947000
18,2441,超豐,-1821000
19,2454,聯發科,-1688793
20,1477,聚陽,-1519329
21,4938,和碩,-1519000
22,2308,台達電,-1196501
23,6278,台表科,-921000
24,3010,華立,-889000
25,6285,啟碁,-833000
26,2385,群光,-780004
27,2368,金像電,-701000
28,2881,富邦金,-568113
29,2458,義隆,-565358
30,2474,可成,-457916
