排名,證券代號,證券名稱,投信買賣超股數
1,2880,華南金,10426000
2,2886,兆豐金,7520000
3,2892,第一金,7361000
4,2337,旺宏,5080000
5,2883,凱基金,4112000
6,4958,臻鼎-KY,2715000
7,3189,景碩,2501546
8,2313,華通,2072000
9,6213,聯茂,1760000
10,2855,統一證,1200000
11,1210,大成,947000
12,4904,遠傳,919000
13,3017,奇鋐,908000
14,8021,尖點,741000
15,2884,玉山金,640000
16,3037,欣興,581000
17,2412,中華電,553999
18,2356,英業達,545000
19,6805,富世達,530000
20,5880,合庫金,519000
21,3665,貿聯-KY,508000
22,2542,興富發,494000
23,2308,台達電,482140
24,3706,神達,476000
25,2633,台灣高鐵,472000
26,2377,微星,410000
27,2441,超豐,409000
28,2344,華邦電,399142
29,3022,威強電,343000
30,2301,光寶科,299000
