排名,證券代號,證券名稱,投信買賣超股數
1,2303,聯電,-75575871
2,2609,陽明,-28971280
3,2344,華邦電,-9513592
4,2027,大成鋼,-8964000
5,3036,文曄,-6874821
6,2891,中信金,-6756030
7,3702,大聯大,-5540000
8,6176,瑞儀,-5406262
9,8070,長華*,-5048346
10,2885,元大金,-4892250
11,6239,力成,-4639797
12,6005,群益證,-4603967
13,2481,強茂,-3807000
14,8422,可寧衛*,-3647000
15,2880,華南金,-3558000
16,6757,台灣虎航,-3370000
17,2618,長榮航,-3070236
18,8046,南電,-2475000
19,6412,群電,-2283000
20,1215,卜蜂,-1710000
21,3037,欣興,-1480000
22,2451,創見,-1152000
23,9907,統一實,-846196
24,2474,可成,-830067
25,2404,漢唐,-824000
26,2376,技嘉,-768393
27,1582,信錦,-750000
28,3711,日月光投控,-707065
29,8112,至上,-625029
30,2357,華碩,-534588
