排名,證券代號,證券名稱,投信買賣超股數
1,1303,南亞,51180752
2,6770,力積電,12160000
3,2887,台新新光金,8723842
4,6505,台塑化,2519000
5,3037,欣興,1737808
6,3711,日月光投控,1281367
7,1216,統一,1218774
8,5876,上海商銀,1115000
9,1402,遠東新,1062389
10,2313,華通,862000
11,5871,中租-KY,765000
12,2360,致茂,686777
13,2845,遠東銀,646000
14,2912,統一超,606713
15,2449,京元電子,571504
16,2330,台積電,532374
17,4763,材料*-KY,436000
18,1210,大成,381000
19,2542,興富發,370000
20,2006,東和鋼鐵,353000
21,2633,台灣高鐵,345000
22,3665,貿聯-KY,322756
23,3532,台勝科,321000
24,2458,義隆,295000
25,2393,億光,281000
26,2395,研華,254632
27,6531,愛普*,252278
28,2206,三陽工業,226000
29,3014,聯陽,209000
30,5434,崇越,208107
