排名,證券代號,證券名稱,投信買賣超股數
1,1402,遠東新,-1912646
2,2344,華邦電,-1577238
3,2368,金像電,-1072045
4,3231,緯創,-1049148
5,2301,光寶科,-856772
6,6177,達麗,-667660
7,2345,智邦,-651700
8,2308,台達電,-535404
9,6449,鈺邦,-500000
10,2472,立隆電,-430000
11,5534,長虹,-297000
12,3450,聯鈞,-240000
13,8114,振樺電,-238000
14,3702,大聯大,-238000
15,6214,精誠,-220184
16,6525,捷敏-KY,-192000
17,2330,台積電,-180854
18,2408,南亞科,-114464
19,6831,邁科,-109000
20,6139,亞翔,-101000
21,6805,富世達,-98000
22,6782,視陽,-83000
23,3481,群創,-61342
24,2324,仁寶,-57949
25,7769,鴻勁,-47554
26,2404,漢唐,-47000
27,2880,華南金,-41000
28,3583,辛耘,-37000
29,2059,川湖,-35019
30,2493,揚博,-35000
