排名,證券代號,證券名稱,投信買賣超股數
1,1102,亞泥,-52437852
2,2303,聯電,-44966991
3,9904,寶成,-35824892
4,2882,國泰金,-30750476
5,2881,富邦金,-16352308
6,3036,文曄,-10124931
7,2327,國巨*,-9811573
8,2324,仁寶,-8684000
9,2353,宏碁,-8377667
10,2880,華南金,-7713642
11,2883,凱基金,-7675415
12,2344,華邦電,-6644449
13,2337,旺宏,-6290000
14,2884,玉山金,-5291267
15,6005,群益證,-4538996
16,2408,南亞科,-3896000
17,4938,和碩,-3120062
18,3044,健鼎,-3015000
19,2385,群光,-2544623
20,6239,力成,-2076797
21,2891,中信金,-2005114
22,6176,瑞儀,-1732726
23,3481,群創,-1718000
24,5871,中租-KY,-1379393
25,2603,長榮,-1326053
26,2317,鴻海,-1296863
27,2439,美律,-1130238
28,2301,光寶科,-1004000
29,2637,慧洋-KY,-799253
30,3034,聯詠,-732098
