排名,證券代號,證券名稱,投信買賣超股數
1,1402,遠東新,11110000
2,6278,台表科,2851000
3,2486,一詮,1888000
4,2845,遠東銀,1340000
5,3450,聯鈞,914000
6,2615,萬海,829000
7,3532,台勝科,685000
8,4938,和碩,631000
9,2855,統一證,626000
10,2049,上銀,537000
11,6472,保瑞,507000
12,2303,聯電,505718
13,2915,潤泰全,468000
14,2301,光寶科,333282
15,3702,大聯大,282000
16,2408,南亞科,241581
17,6531,愛普*,226000
18,2603,長榮,202601
19,3014,聯陽,187000
20,2330,台積電,183888
21,2548,華固,175500
22,1303,南亞,140192
23,4746,台耀,136000
24,6213,聯茂,131000
25,3653,健策,103368
26,8996,高力,103000
27,3443,創意,100271
28,8039,台虹,80000
29,8081,致新,76500
30,9941,裕融,73000
