排名,證券代號,證券名稱,投信買賣超股數
1,2637,慧洋-KY,-5556700
2,2892,第一金,-4483055
3,2886,兆豐金,-3622169
4,2880,華南金,-3166704
5,9945,潤泰新,-1189000
6,2890,永豐金,-1126404
7,6531,愛普*,-1036000
8,6213,聯茂,-840000
9,4958,臻鼎-KY,-757140
10,2885,元大金,-728104
11,2887,台新新光金,-723300
12,2449,京元電子,-683109
13,4904,遠傳,-613326
14,2345,智邦,-471924
15,3665,貿聯-KY,-456033
16,2393,億光,-369000
17,1210,大成,-328000
18,3450,聯鈞,-306000
19,9939,宏全,-266000
20,2368,金像電,-248063
21,3189,景碩,-246000
22,2801,彰銀,-226000
23,9958,世紀鋼,-201000
24,2383,台光電,-193780
25,3037,欣興,-172316
26,8210,勤誠,-146000
27,2356,英業達,-115000
28,2618,長榮航,-112000
29,1216,統一,-98907
30,2454,聯發科,-95353
