排名,證券代號,證券名稱,投信買賣超股數
1,2883,凱基金,93764095
2,1402,遠東新,25114000
3,2382,廣達,20635544
4,2881,富邦金,20469642
5,2887,台新新光金,18461070
6,2105,正新,14094325
7,4938,和碩,12868830
8,2542,興富發,9021000
9,2855,統一證,8819932
10,5871,中租-KY,8415173
11,2327,國巨*,8362903
12,2347,聯強,7943194
13,9910,豐泰,5395784
14,1210,大成,4990000
15,8150,南茂,4769000
16,2880,華南金,4241055
17,9941,裕融,3529844
18,1319,東陽,3421775
19,8454,富邦媒,2898000
20,2379,瑞昱,2572005
21,6890,來億-KY,1794000
22,2597,潤弘,1710000
23,2344,華邦電,783198
24,3450,聯鈞,718000
25,2408,南亞科,522317
26,2885,元大金,477645
27,8996,高力,474000
28,2912,統一超,449120
29,2454,聯發科,418134
30,8210,勤誠,396000
