排名,證券代號,證券名稱,投信買賣超股數
1,1303,南亞,46748656
2,2887,台新新光金,19398790
3,2880,華南金,11454399
4,2801,彰銀,9759445
5,2892,第一金,9309611
6,2890,永豐金,8953778
7,6505,台塑化,7917997
8,2542,興富發,6804000
9,2610,華航,6406550
10,1216,統一,6315773
11,2303,聯電,5846495
12,2409,友達,3696350
13,5871,中租-KY,3271485
14,2812,台中銀,2873993
15,2352,佳世達,2838000
16,2881,富邦金,2403691
17,8039,台虹,1966000
18,2886,兆豐金,1685467
19,6213,聯茂,1643000
20,3706,神達,1587000
21,2330,台積電,1488520
22,2912,統一超,1390738
23,2027,大成鋼,1186673
24,2885,元大金,1165361
25,1504,東元,1136342
26,2412,中華電,1020408
27,1229,聯華,877000
28,2441,超豐,846000
29,2474,可成,791000
30,6770,力積電,739000
