排名,證券代號,證券名稱,投信買賣超股數
1,2887,台新新光金,23308400
2,2382,廣達,10192000
3,2880,華南金,10066000
4,2618,長榮航,9265670
5,2886,兆豐金,9081500
6,2344,華邦電,5251000
7,3045,台灣大,4967000
8,1216,統一,4455000
9,2892,第一金,4341400
10,2330,台積電,4128500
11,2603,長榮,3859661
12,2801,彰銀,3171000
13,2615,萬海,3091000
14,2327,國巨*,2958000
15,4919,新唐,2592000
16,5876,上海商銀,2264000
17,3706,神達,1837000
18,2912,統一超,1572000
19,4958,臻鼎-KY,1551000
20,2377,微星,1540000
21,4904,遠傳,1523000
22,5871,中租-KY,1439747
23,2317,鴻海,1212000
24,3189,景碩,1159000
25,3711,日月光投控,1131000
26,2357,華碩,1062191
27,2421,建準,979000
28,2368,金像電,891000
29,2890,永豐金,841000
30,2313,華通,840000
