排名,證券代號,證券名稱,投信買賣超股數
1,2344,華邦電,-9683203
2,2327,國巨*,-5718291
3,2303,聯電,-3115482
4,8150,南茂,-2359000
5,3532,台勝科,-1495000
6,3026,禾伸堂,-1324000
7,2891,中信金,-1205219
8,2472,立隆電,-974000
9,6415,矽力*-KY,-927000
10,2368,金像電,-862087
11,4958,臻鼎-KY,-831746
12,8039,台虹,-713000
13,3090,日電貿,-673000
14,6285,啟碁,-634170
15,2887,台新新光金,-500268
16,8028,昇陽半導體,-492000
17,6271,同欣電,-439000
18,6531,愛普*,-426716
19,3167,大量,-375000
20,6278,台表科,-359000
21,1216,統一,-358503
22,2351,順德,-354000
23,6213,聯茂,-332000
24,4904,遠傳,-274725
25,6831,邁科,-166000
26,5871,中租-KY,-155135
27,6515,穎崴,-153896
28,3715,定穎投控,-120000
29,3042,晶技,-113000
30,4763,材料*-KY,-108282
