排名,證券代號,證券名稱,投信買賣超股數
1,2887,台新新光金,29605593
2,2382,廣達,12271907
3,2618,長榮航,10953717
4,2880,華南金,8433000
5,2886,兆豐金,8224453
6,1216,統一,5472493
7,2603,長榮,5061911
8,2883,凱基金,4835806
9,3045,台灣大,4771423
10,4958,臻鼎-KY,3536563
11,2377,微星,2656000
12,3706,神達,2587000
13,2892,第一金,2461676
14,2327,國巨*,2114449
15,5871,中租-KY,1868590
16,2912,統一超,1828050
17,2615,萬海,1782559
18,8046,南電,1756000
19,5876,上海商銀,1750193
20,2454,聯發科,1536561
21,2801,彰銀,1497878
22,4938,和碩,1333002
23,2356,英業達,1330940
24,3711,日月光投控,1248683
25,6139,亞翔,1043000
26,4904,遠傳,1040976
27,4919,新唐,1028000
28,2421,建準,947000
29,6415,矽力*-KY,893000
30,2492,華新科,885000
