排名,證券代號,證券名稱,投信買賣超股數
1,2886,兆豐金,42223025
2,2801,彰銀,40518343
3,2890,永豐金,36854324
4,2892,第一金,29892000
5,2618,長榮航,27114069
6,2610,華航,24011719
7,2884,玉山金,22357016
8,2887,台新新光金,21749000
9,2891,中信金,11914466
10,2377,微星,10243631
11,4904,遠傳,8726000
12,3702,大聯大,8357998
13,2542,興富發,7246000
14,3231,緯創,5898000
15,2633,台灣高鐵,5573000
16,3045,台灣大,4995272
17,2356,英業達,4681000
18,2845,遠東銀,4366000
19,3706,神達,4255000
20,2352,佳世達,3964000
21,8112,至上,3875734
22,2347,聯強,3850522
23,5876,上海商銀,3802000
24,2412,中華電,3686654
25,1303,南亞,3288000
26,2903,遠百,3206000
27,6191,精成科,2879000
28,2880,華南金,2576000
29,2027,大成鋼,2439276
30,2504,國產,2403106
