排名,證券代號,證券名稱,投信買賣超股數
1,2303,聯電,-13841956
2,2887,台新新光金,-7035485
3,2353,宏碁,-5752173
4,2344,華邦電,-5491500
5,2324,仁寶,-4723482
6,2884,玉山金,-3370540
7,2882,國泰金,-3276307
8,6005,群益證,-3138126
9,2883,凱基金,-3099103
10,2881,富邦金,-2149178
11,6239,力成,-1969000
12,2449,京元電子,-1534339
13,4938,和碩,-1447049
14,2504,國產,-1393000
15,4958,臻鼎-KY,-1282012
16,3036,文曄,-1244251
17,6176,瑞儀,-1182000
18,2301,光寶科,-860461
19,5871,中租-KY,-833297
20,2357,華碩,-792938
21,2368,金像電,-624506
22,6257,矽格,-615500
23,2327,國巨*,-589387
24,2385,群光,-558622
25,2408,南亞科,-542370
26,3037,欣興,-537000
27,2360,致茂,-437843
28,8210,勤誠,-409000
29,3005,神基,-392622
30,2393,億光,-388238
