排名,證券代號,證券名稱,投信買賣超股數
1,2886,兆豐金,15016782
2,2892,第一金,7696185
3,2352,佳世達,7133000
4,4904,遠傳,6324383
5,2618,長榮航,6320192
6,2356,英業達,4825958
7,3045,台灣大,4305221
8,3706,神達,4291000
9,2347,聯強,4241051
10,1402,遠東新,4058447
11,3231,緯創,3749541
12,2412,中華電,3326613
13,8112,至上,2936000
14,2891,中信金,2869653
15,2890,永豐金,2423254
16,2377,微星,2374000
17,8422,可寧衛*,2344000
18,2382,廣達,2336736
19,6191,精成科,2226000
20,2317,鴻海,1754025
21,3702,大聯大,1661000
22,2885,元大金,1630090
23,2458,義隆,1606812
24,2610,華航,1601625
25,3413,京鼎,1511000
26,8070,長華*,1427650
27,5469,瀚宇博,1390000
28,3711,日月光投控,1332975
29,2474,可成,1321000
30,3023,信邦,1169000
