排名,證券代號,證券名稱,投信買賣超股數
1,2303,聯電,-3944371
2,2327,國巨*,-2874704
3,2892,第一金,-1669154
4,2376,技嘉,-1236037
5,9945,潤泰新,-1110000
6,2880,華南金,-1089000
7,2428,興勤,-933000
8,3711,日月光投控,-801547
9,4958,臻鼎-KY,-642671
10,2330,台積電,-626709
11,2345,智邦,-616231
12,2606,裕民,-511000
13,2308,台達電,-413112
14,3026,禾伸堂,-410300
15,4904,遠傳,-375011
16,3665,貿聯-KY,-303001
17,2890,永豐金,-224119
18,2356,英業達,-173028
19,6831,邁科,-146000
20,1477,聚陽,-143742
21,2360,致茂,-130957
22,9939,宏全,-125441
23,3481,群創,-115036
24,3036,文曄,-114008
25,2885,元大金,-113218
26,2454,聯發科,-110764
27,9904,寶成,-107713
28,2409,友達,-95317
29,2472,立隆電,-93500
30,3533,嘉澤,-86743
