排名,證券代號,證券名稱,投信買賣超股數
1,2886,兆豐金,35366883
2,4904,遠傳,23500922
3,2890,永豐金,22670088
4,2892,第一金,20339405
5,4958,臻鼎-KY,19702830
6,3481,群創,17759000
7,2880,華南金,13666880
8,2408,南亞科,13354963
9,1216,統一,8258975
10,1402,遠東新,7973000
11,2344,華邦電,7275043
12,2327,國巨*,6738176
13,2884,玉山金,6608705
14,2492,華新科,6603000
15,2633,台灣高鐵,5027396
16,8046,南電,4790463
17,3231,緯創,4249517
18,2845,遠東銀,4161000
19,5876,上海商銀,4026839
20,1513,中興電,4004783
21,3665,貿聯-KY,3898802
22,8150,南茂,3099000
23,3090,日電貿,2428000
24,6116,彩晶,2323000
25,2455,全新,2197000
26,3443,創意,2104521
27,1326,台化,1755000
28,6770,力積電,1746000
29,2504,國產,1670000
30,8996,高力,1175000
