排名,證券代號,證券名稱,投信買賣超股數
1,2303,聯電,13630188
2,2618,長榮航,9293811
3,6446,藥華藥,8555302
4,2382,廣達,5115730
5,2542,興富發,4108390
6,2408,南亞科,3977574
7,6770,力積電,3803009
8,2409,友達,3630311
9,3231,緯創,3044019
10,9904,寶成,3015862
11,3045,台灣大,2148492
12,2610,華航,1950765
13,1102,亞泥,1485518
14,3702,大聯大,1283526
15,2481,強茂,1217000
16,2884,玉山金,1205760
17,2633,台灣高鐵,999605
18,4763,材料*-KY,984000
19,6213,聯茂,889000
20,8046,南電,855128
21,3037,欣興,811935
22,2324,仁寶,767243
23,2368,金像電,737542
24,9945,潤泰新,689000
25,3036,文曄,686003
26,1717,長興,686000
27,2327,國巨*,637109
28,6805,富世達,497000
29,3006,晶豪科,482000
30,2330,台積電,478401
