排名,證券代號,證券名稱,投信買賣超股數
1,2887,台新新光金,15113630
2,2884,玉山金,11345953
3,2801,彰銀,8441000
4,2891,中信金,5208864
5,2303,聯電,4779375
6,1303,南亞,4349483
7,2344,華邦電,3923737
8,4938,和碩,2150000
9,3231,緯創,2068012
10,2855,統一證,1428700
11,2357,華碩,1237478
12,2330,台積電,1204619
13,2356,英業達,1013597
14,2347,聯強,921100
15,2376,技嘉,651470
16,2360,致茂,564933
17,3706,神達,561000
18,2542,興富發,553900
19,2633,台灣高鐵,518000
20,3167,大量,500000
21,3026,禾伸堂,490000
22,8028,昇陽半導體,475000
23,2882,國泰金,469767
24,2474,可成,460000
25,2382,廣達,357051
26,5876,上海商銀,340000
27,2481,強茂,340000
28,7769,鴻勁,294430
29,2609,陽明,245218
30,2301,光寶科,233107
