排名,證券代號,證券名稱,投信買賣超股數
1,2324,仁寶,-28022000
2,2303,聯電,-19692021
3,2882,國泰金,-17889450
4,2881,富邦金,-15279493
5,2884,玉山金,-14166898
6,1402,遠東新,-11065000
7,2885,元大金,-9778400
8,2883,凱基金,-8860260
9,2449,京元電子,-3868527
10,2313,華通,-3381000
11,2408,南亞科,-3019725
12,2312,金寶,-2772000
13,3481,群創,-2712696
14,3036,文曄,-2627000
15,2402,毅嘉,-2303000
16,2474,可成,-2083165
17,3005,神基,-1401168
18,1303,南亞,-1157000
19,6278,台表科,-879000
20,9904,寶成,-769249
21,6505,台塑化,-705000
22,6177,達麗,-695000
23,3702,大聯大,-685000
24,1215,卜蜂,-658000
25,2439,美律,-616202
26,2454,聯發科,-598432
27,2330,台積電,-597289
28,1102,亞泥,-570966
29,2404,漢唐,-555248
30,2353,宏碁,-534000
