排名,證券代號,證券名稱,投信買賣超股數
1,2303,聯電,-156280514
2,2609,陽明,-28976400
3,2881,富邦金,-20712667
4,2882,國泰金,-19920965
5,6005,群益證,-10234970
6,2027,大成鋼,-8937000
7,3036,文曄,-6854000
8,3702,大聯大,-5522000
9,6176,瑞儀,-5388000
10,8070,長華*,-5036539
11,3711,日月光投控,-4837564
12,6239,力成,-4622584
13,2885,元大金,-4618588
14,8422,可寧衛*,-3583000
15,6757,台灣虎航,-3370000
16,2891,中信金,-3299610
17,2451,創見,-3120000
18,4958,臻鼎-KY,-2516000
19,2637,慧洋-KY,-2383425
20,6412,群電,-2280000
21,1215,卜蜂,-1750000
22,2313,華通,-1476000
23,2301,光寶科,-1252408
24,2404,漢唐,-1145000
25,3189,景碩,-890804
26,2548,華固,-652850
27,3044,健鼎,-579000
28,6278,台表科,-442000
29,2337,旺宏,-386000
30,2454,聯發科,-330951
