排名,證券代號,證券名稱,投信買賣超股數
1,2887,台新新光金,14471828
2,2880,華南金,10946315
3,2801,彰銀,9595294
4,2892,第一金,8666842
5,2890,永豐金,6667503
6,2542,興富發,6574000
7,2886,兆豐金,6183644
8,1216,統一,4998094
9,5871,中租-KY,3017000
10,2891,中信金,3010844
11,3702,大聯大,2736000
12,3037,欣興,2270758
13,1303,南亞,2177097
14,2610,華航,2035205
15,3665,貿聯-KY,1414643
16,3706,神達,1404000
17,3231,緯創,1307604
18,2912,統一超,1290619
19,6239,力成,1062000
20,2474,可成,1051000
21,3189,景碩,1009000
22,2376,技嘉,911530
23,3450,聯鈞,904000
24,2377,微星,685000
25,2481,強茂,668000
26,8046,南電,667961
27,4764,雙鍵,650000
28,2458,義隆,579000
29,2530,華建,563047
30,2317,鴻海,559907
