排名,證券代號,證券名稱,投信買賣超股數
1,2884,玉山金,24766000
2,2887,台新新光金,21897000
3,5880,合庫金,11897000
4,2890,永豐金,8368000
5,2883,凱基金,7935000
6,8070,長華*,4672000
7,2880,華南金,3974000
8,2886,兆豐金,3285000
9,3450,聯鈞,1829000
10,1504,東元,1415000
11,6214,精誠,1319000
12,2049,上銀,1234000
13,4938,和碩,1092000
14,3231,緯創,1039000
15,2855,統一證,983000
16,1402,遠東新,901000
17,1326,台化,789000
18,3406,玉晶光,678000
19,2301,光寶科,640000
20,2455,全新,607000
21,3017,奇鋐,601000
22,4915,致伸,574000
23,2395,研華,572000
24,2903,遠百,571000
25,2376,技嘉,497000
26,2476,鉅祥,481000
27,2885,元大金,436000
28,3189,景碩,399000
29,2408,南亞科,380000
30,2845,遠東銀,329000
