排名,證券代號,證券名稱,投信買賣超股數
1,2303,聯電,-24885151
2,2324,仁寶,-24282032
3,2882,國泰金,-22136936
4,2881,富邦金,-16212551
5,2885,元大金,-9862890
6,1402,遠東新,-8771078
7,2884,玉山金,-7757448
8,2312,金寶,-4063000
9,2449,京元電子,-2869542
10,2891,中信金,-2088926
11,2347,聯強,-1987803
12,6239,力成,-1809000
13,6285,啟碁,-1623000
14,2474,可成,-1503000
15,3005,神基,-1402166
16,6257,矽格,-1371000
17,3702,大聯大,-1306000
18,2344,華邦電,-1191031
19,2610,華航,-694427
20,3036,文曄,-693755
21,2439,美律,-567000
22,6005,群益證,-541243
23,2402,毅嘉,-541000
24,9904,寶成,-523244
25,2330,台積電,-464848
26,4915,致伸,-454237
27,2353,宏碁,-442739
28,2027,大成鋼,-433000
29,2345,智邦,-387227
30,3532,台勝科,-282000
