排名,證券代號,證券名稱,投信買賣超股數
1,2330,台積電,7063889
2,2880,華南金,5814999
3,2317,鴻海,3505375
4,2881,富邦金,3198306
5,3231,緯創,3193621
6,2886,兆豐金,2744738
7,2481,強茂,2486000
8,2890,永豐金,2455364
9,2885,元大金,2329864
10,2891,中信金,2321476
11,2887,台新新光金,2286702
12,2882,國泰金,2237148
13,2308,台達電,1947171
14,4958,臻鼎-KY,1712000
15,4904,遠傳,1671997
16,2412,中華電,1639208
17,2884,玉山金,1548639
18,2360,致茂,1543272
19,3045,台灣大,1491610
20,2883,凱基金,1251114
21,2892,第一金,1017073
22,4915,致伸,902000
23,2634,漢翔,850000
24,5880,合庫金,844632
25,2382,廣達,840369
26,2313,華通,792000
27,2379,瑞昱,746196
28,2474,可成,616000
29,1717,長興,607620
30,6239,力成,527000
