排名,證券代號,證券名稱,投信買賣超股數
1,2610,華航,6997000
2,2880,華南金,6911000
3,2027,大成鋼,4865000
4,2883,凱基金,3985000
5,2886,兆豐金,2849000
6,1303,南亞,1758000
7,2892,第一金,1291000
8,6239,力成,1253000
9,2603,長榮,1183000
10,2884,玉山金,1166000
11,3036,文曄,1159000
12,2347,聯強,1111368
13,3702,大聯大,1097127
14,4904,遠傳,763000
15,6271,同欣電,750000
16,4938,和碩,714308
17,2855,統一證,579000
18,3711,日月光投控,557000
19,2368,金像電,535000
20,3017,奇鋐,527200
21,2542,興富發,509000
22,2633,台灣高鐵,487000
23,2313,華通,409000
24,2412,中華電,369876
25,2885,元大金,351000
26,3450,聯鈞,340000
27,6805,富世達,340000
28,5876,上海商銀,320000
29,3023,信邦,300000
30,8996,高力,258000
