排名,證券代號,證券名稱,投信買賣超股數
1,8150,南茂,-2357000
2,3026,禾伸堂,-1543000
3,3532,台勝科,-1109000
4,3167,大量,-1020000
5,3090,日電貿,-823000
6,2645,長榮航太,-558000
7,6271,同欣電,-383000
8,6278,台表科,-337000
9,5243,乙盛-KY,-300000
10,2368,金像電,-285000
11,2344,華邦電,-277000
12,6531,愛普*,-268929
13,6415,矽力*-KY,-170000
14,2327,國巨*,-169000
15,2472,立隆電,-141000
16,3533,嘉澤,-140000
17,6213,聯茂,-85000
18,6285,啟碁,-74000
19,2316,楠梓電,-58000
20,7769,鴻勁,-47000
21,2027,大成鋼,-29000
22,6515,穎崴,-24000
23,2633,台灣高鐵,-16000
24,2449,京元電子,-10000
25,6442,光聖,-8000
26,8028,昇陽半導體,-6000
27,2383,台光電,-5000
28,9910,豐泰,-3000
29,2609,陽明,-3000
30,1303,南亞,-1000
