排名,證券代號,證券名稱,投信買賣超股數
1,2337,旺宏,8839000
2,2883,凱基金,7178434
3,2880,華南金,6747000
4,3711,日月光投控,4484347
5,2887,台新新光金,4030164
6,2886,兆豐金,2968372
7,2891,中信金,2891311
8,2892,第一金,1718341
9,2492,華新科,1223000
10,2855,統一證,966000
11,2327,國巨*,938896
12,2313,華通,906000
13,6805,富世達,653000
14,2603,長榮,620648
15,2308,台達電,604175
16,2303,聯電,513342
17,5880,合庫金,503783
18,2357,華碩,462559
19,2027,大成鋼,455234
20,2542,興富發,452000
21,2633,台灣高鐵,435000
22,1717,長興,401238
23,3702,大聯大,360000
24,3450,聯鈞,360000
25,2884,玉山金,357067
26,1303,南亞,352037
27,8021,尖點,324000
28,3406,玉晶光,323000
29,2382,廣達,322642
30,3044,健鼎,288985
