排名,證券代號,證券名稱,投信買賣超股數
1,2344,華邦電,-11073522
2,2303,聯電,-8652905
3,2891,中信金,-4279726
4,3231,緯創,-3416832
5,2412,中華電,-1975046
6,4958,臻鼎-KY,-1861211
7,3711,日月光投控,-1622427
8,6415,矽力*-KY,-1359000
9,3665,貿聯-KY,-1178430
10,8028,昇陽半導體,-790000
11,3036,文曄,-692049
12,2885,元大金,-458389
13,2481,強茂,-426000
14,2393,億光,-415000
15,9938,百和,-269000
16,2458,義隆,-200000
17,1102,亞泥,-197647
18,3583,辛耘,-195600
19,6196,帆宣,-183000
20,1773,勝一,-170000
21,8210,勤誠,-160000
22,2436,偉詮電,-158000
23,2353,宏碁,-153204
24,2449,京元電子,-130666
25,2454,聯發科,-122675
26,2049,上銀,-120000
27,2377,微星,-113000
28,4763,材料*-KY,-111000
29,6285,啟碁,-103000
30,6669,緯穎,-96019
