排名,證券代號,證券名稱,投信買賣超股數
1,2303,聯電,14763022
2,1402,遠東新,9128000
3,3026,禾伸堂,1665000
4,2845,遠東銀,1523000
5,2855,統一證,1324000
6,3702,大聯大,1280000
7,3706,神達,1197000
8,3605,宏致,1128000
9,3711,日月光投控,1011247
10,3532,台勝科,1008000
11,2324,仁寶,958000
12,2883,凱基金,945110
13,2408,南亞科,887791
14,8996,高力,508000
15,1326,台化,500000
16,2441,超豐,496000
17,6278,台表科,456000
18,5534,長虹,313000
19,2489,瑞軒,272000
20,6472,保瑞,258000
21,3443,創意,208231
22,2610,華航,190000
23,2464,盟立,180000
24,2330,台積電,157389
25,6830,汎銓,130000
26,2884,玉山金,121000
27,3008,大立光,115883
28,2633,台灣高鐵,115000
29,3044,健鼎,114000
30,2301,光寶科,111641
