排名,證券代號,證券名稱,投信買賣超股數
1,2337,旺宏,-17860000
2,6505,台塑化,-9538000
3,2317,鴻海,-4370881
4,3711,日月光投控,-3895203
5,2885,元大金,-2957061
6,2027,大成鋼,-2300000
7,3036,文曄,-1638062
8,3702,大聯大,-1593000
9,2449,京元電子,-1358588
10,2891,中信金,-1261411
11,2610,華航,-1219000
12,2316,楠梓電,-1149000
13,2881,富邦金,-1105681
14,2454,聯發科,-1090744
15,6257,矽格,-1037544
16,2618,長榮航,-982286
17,3231,緯創,-864060
18,6278,台表科,-812000
19,8016,矽創,-777000
20,2327,國巨*,-730195
21,3017,奇鋐,-589100
22,2472,立隆電,-573000
23,4904,遠傳,-568091
24,2882,國泰金,-555357
25,2308,台達電,-531541
26,1560,中砂,-526000
27,2344,華邦電,-468880
28,2351,順德,-460000
29,8028,昇陽半導體,-451000
30,4958,臻鼎-KY,-433467
