排名,證券代號,證券名稱,投信買賣超股數
1,2303,聯電,-20973000
2,2344,華邦電,-17535000
3,3711,日月光投控,-3324000
4,3036,文曄,-2934000
5,6239,力成,-2339000
6,3702,大聯大,-1829000
7,6257,矽格,-1585000
8,2892,第一金,-1569000
9,6531,愛普*,-1493000
10,4958,臻鼎-KY,-1481000
11,2316,楠梓電,-1144000
12,6278,台表科,-813000
13,2360,致茂,-776000
14,8021,尖點,-745000
15,8016,矽創,-689000
16,2330,台積電,-668410
17,2313,華通,-652734
18,3037,欣興,-637001
19,2327,國巨*,-595000
20,1216,統一,-539000
21,2472,立隆電,-504000
22,2467,志聖,-481000
23,2801,彰銀,-469000
24,1560,中砂,-469000
25,2454,聯發科,-372250
26,2881,富邦金,-372000
27,2351,順德,-364000
28,6669,緯穎,-360000
29,2834,臺企銀,-311000
30,2368,金像電,-305000
