排名,證券代號,證券名稱,投信買賣超股數
1,2887,台新新光金,53320000
2,2880,華南金,42905400
3,2618,長榮航,36156345
4,2344,華邦電,17253000
5,2382,廣達,15430000
6,2891,中信金,13852743
7,2886,兆豐金,12516873
8,2603,長榮,12001461
9,2356,英業達,9510321
10,1216,統一,7893214
11,2317,鴻海,7423000
12,2481,強茂,7277000
13,2912,統一超,6121791
14,2412,中華電,4972168
15,2408,南亞科,4795000
16,5876,上海商銀,4262248
17,4904,遠傳,4261908
18,2892,第一金,3790908
19,3045,台灣大,3505800
20,1303,南亞,2301457
21,6531,愛普*,2241070
22,2801,彰銀,2213311
23,5871,中租-KY,1613203
24,2376,技嘉,1539024
25,1605,華新,1336000
26,1717,長興,928616
27,8028,昇陽半導體,870000
28,3034,聯詠,858614
29,2379,瑞昱,727215
30,1582,信錦,689000
