排名,證券代號,證券名稱,投信買賣超股數
1,2890,永豐金,16189000
2,2801,彰銀,12195000
3,2883,凱基金,11139000
4,2891,中信金,9254589
5,2882,國泰金,9138000
6,2887,台新新光金,8184340
7,2884,玉山金,7852000
8,2881,富邦金,6000000
9,2892,第一金,5959000
10,2542,興富發,3911000
11,2303,聯電,3910000
12,2382,廣達,3774542
13,2481,強茂,3761600
14,9904,寶成,3454000
15,5880,合庫金,2791000
16,1303,南亞,2714701
17,6505,台塑化,2583000
18,2618,長榮航,2100585
19,3231,緯創,1993000
20,2027,大成鋼,1983000
21,1504,東元,1742000
22,2603,長榮,1741000
23,2633,台灣高鐵,1607000
24,8028,昇陽半導體,1590000
25,2855,統一證,1559000
26,1101,台泥,1483000
27,2317,鴻海,1281857
28,2474,可成,1215501
29,5871,中租-KY,1212118
30,2376,技嘉,1097000
