排名,證券代號,證券名稱,投信買賣超股數
1,2887,台新新光金,25106438
2,2883,凱基金,22147264
3,2884,玉山金,18674309
4,2890,永豐金,13974047
5,2892,第一金,13662769
6,3481,群創,13592224
7,2886,兆豐金,12352505
8,5880,合庫金,12003000
9,2880,華南金,11612000
10,2412,中華電,4381667
11,2301,光寶科,3150697
12,3706,神達,2178000
13,3532,台勝科,2131000
14,8070,長華*,2063000
15,2377,微星,1984000
16,4938,和碩,1950000
17,3450,聯鈞,1892000
18,3406,玉晶光,1499000
19,1504,東元,1453000
20,6214,精誠,1319000
21,1303,南亞,1260962
22,2395,研華,1251550
23,2303,聯電,1153128
24,2368,金像電,1102978
25,2542,興富發,883000
26,2633,台灣高鐵,840000
27,2615,萬海,820324
28,2313,華通,772000
29,2408,南亞科,742875
30,8422,可寧衛*,718000
