排名,證券代號,證券名稱,投信買賣超股數
1,2891,中信金,11833583
2,2027,大成鋼,6250000
3,2883,凱基金,5449029
4,2886,兆豐金,5321870
5,2882,國泰金,3211224
6,2880,華南金,3181685
7,2881,富邦金,3093485
8,2887,台新新光金,2420353
9,2885,元大金,2410960
10,2890,永豐金,2142995
11,3037,欣興,1917242
12,1216,統一,1890906
13,3189,景碩,1817000
14,2892,第一金,1760945
15,2330,台積電,1652413
16,3231,緯創,1253878
17,2317,鴻海,1094229
18,2884,玉山金,997327
19,5880,合庫金,812919
20,2395,研華,807085
21,3711,日月光投控,751608
22,2356,英業達,751426
23,2801,彰銀,685000
24,2912,統一超,622000
25,2855,統一證,619000
26,2344,華邦電,608567
27,2360,致茂,569614
28,2504,國產,562000
29,2610,華航,509000
30,2301,光寶科,506451
