排名,證券代號,證券名稱,投信買賣超股數
1,2834,臺企銀,-4371679
2,6005,群益證,-4155876
3,2002,中鋼,-4022000
4,1402,遠東新,-2984596
5,2812,台中銀,-1934312
6,2880,華南金,-1547000
7,3711,日月光投控,-1038000
8,2609,陽明,-883000
9,8422,可寧衛*,-870000
10,6239,力成,-806000
11,6285,啟碁,-736000
12,6257,矽格,-645000
13,2385,群光,-640788
14,2006,東和鋼鐵,-526183
15,2472,立隆電,-513800
16,2347,聯強,-506207
17,3706,神達,-506000
18,2915,潤泰全,-487000
19,2454,聯發科,-483152
20,6789,采鈺,-456000
21,3702,大聯大,-423994
22,2645,長榮航太,-356000
23,2845,遠東銀,-347000
24,2412,中華電,-328774
25,3036,文曄,-309152
26,2451,創見,-297100
27,2637,慧洋-KY,-271000
28,2368,金像電,-269060
29,2207,和泰車,-268554
30,8210,勤誠,-243000
