排名,證券代號,證券名稱,投信買賣超股數
1,2883,凱基金,93853000
2,1402,遠東新,25133000
3,2881,富邦金,24527948
4,2105,正新,14074411
5,4938,和碩,13472928
6,2382,廣達,9532764
7,2347,聯強,9484292
8,2542,興富發,9046000
9,2855,統一證,8794902
10,5871,中租-KY,8271745
11,1210,大成,4990000
12,2887,台新新光金,3789000
13,9941,裕融,3593768
14,1319,東陽,2949066
15,2330,台積電,2660087
16,2379,瑞昱,2633000
17,2327,國巨*,2420998
18,9910,豐泰,2288848
19,2880,華南金,2280000
20,2368,金像電,2095932
21,2408,南亞科,1825381
22,2597,潤弘,1710000
23,6890,來億-KY,1526000
24,8454,富邦媒,1250000
25,2344,華邦電,1014369
26,2353,宏碁,992000
27,2376,技嘉,893000
28,8046,南電,858000
29,2308,台達電,853645
30,2454,聯發科,826684
