排名,證券代號,證券名稱,投信買賣超股數
1,2303,聯電,9489479
2,2886,兆豐金,5013000
3,2884,玉山金,4558000
4,2801,彰銀,3842000
5,2887,台新新光金,3580000
6,2892,第一金,3370000
7,2890,永豐金,3331000
8,2891,中信金,2998538
9,2618,長榮航,2515052
10,2881,富邦金,1807960
11,2855,統一證,1457900
12,2603,長榮,1435800
13,2882,國泰金,1243000
14,2347,聯強,1163300
15,2542,興富發,1123400
16,3231,緯創,974000
17,2633,台灣高鐵,947000
18,2481,強茂,892000
19,4915,致伸,807000
20,8422,可寧衛*,806000
21,3189,景碩,695000
22,5876,上海商銀,647000
23,2637,慧洋-KY,636000
24,2382,廣達,432942
25,3406,玉晶光,395000
26,8028,昇陽半導體,394000
27,2606,裕民,388000
28,3037,欣興,347600
29,3023,信邦,289000
30,2105,正新,283228
