排名,證券代號,證券名稱,投信買賣超股數
1,2303,聯電,-6458657
2,2881,富邦金,-3184232
3,2890,永豐金,-1879662
4,2885,元大金,-1821000
5,2327,國巨*,-1647660
6,5876,上海商銀,-1395000
7,2887,台新新光金,-1311000
8,1303,南亞,-1205000
9,2204,中華,-991000
10,1216,統一,-958000
11,2801,彰銀,-955000
12,3450,聯鈞,-955000
13,2472,立隆電,-917000
14,2634,漢翔,-847000
15,2368,金像電,-759070
16,6239,力成,-618458
17,5871,中租-KY,-570000
18,2891,中信金,-502000
19,4764,雙鍵,-500000
20,2360,致茂,-459846
21,6206,飛捷,-453000
22,9938,百和,-421000
23,5434,崇越,-394190
24,2393,億光,-381000
25,2382,廣達,-349000
26,6139,亞翔,-314000
27,2449,京元電子,-290074
28,3014,聯陽,-287000
29,6715,嘉基,-286000
30,2408,南亞科,-251000
