排名,證券代號,證券名稱,投信買賣超股數
1,2303,聯電,-8770673
2,2327,國巨*,-4365427
3,2618,長榮航,-2892598
4,6285,啟碁,-2384000
5,3090,日電貿,-2339000
6,2882,國泰金,-1846792
7,2881,富邦金,-1440992
8,6005,群益證,-1190626
9,2603,長榮,-1057451
10,2353,宏碁,-1013304
11,6770,力積電,-820000
12,8422,可寧衛*,-634000
13,2368,金像電,-497828
14,4938,和碩,-471000
15,6196,帆宣,-438000
16,8210,勤誠,-352000
17,9907,統一實,-320000
18,2301,光寶科,-296341
19,9904,寶成,-244367
20,2885,元大金,-200233
21,2105,正新,-191539
22,2393,億光,-181000
23,3017,奇鋐,-177022
24,3443,創意,-167563
25,1802,台玻,-159000
26,6176,瑞儀,-157000
27,2454,聯發科,-131348
28,2331,精英,-120000
29,2357,華碩,-110605
30,2472,立隆電,-110000
