排名,證券代號,證券名稱,投信買賣超股數
1,3481,群創,-3734900
2,2886,兆豐金,-3276000
3,2344,華邦電,-3272000
4,3231,緯創,-2870000
5,3711,日月光投控,-2276360
6,3706,神達,-1634000
7,3702,大聯大,-1557000
8,4958,臻鼎-KY,-1312000
9,2330,台積電,-1142808
10,2441,超豐,-891000
11,1303,南亞,-739000
12,2337,旺宏,-737000
13,6669,緯穎,-699300
14,2883,凱基金,-652000
15,1717,長興,-597000
16,2345,智邦,-532000
17,2301,光寶科,-530000
18,6139,亞翔,-516500
19,2393,億光,-360326
20,3036,文曄,-357000
21,2327,國巨*,-335000
22,2395,研華,-325000
23,4938,和碩,-300000
24,2360,致茂,-276000
25,8210,勤誠,-231000
26,2455,全新,-228000
27,2881,富邦金,-227000
28,6442,光聖,-215000
29,3189,景碩,-183000
30,2408,南亞科,-180000
